doc_name,doc_link,rubrik,section,meeting_date,meeting_time,meeting_reference,verksamhetsorgan,parent_link
projekt_anita_wikman_bil_1_181747.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181747&version=1,Projekt Anita Wikman bil. 1,,21.11.2023,18:00,6/2023,Välfärdsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182886
projekt_anita_wikman_bil_4_181749.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181749&version=1,Projekt Anita Wikman bil. 4,,21.11.2023,18:00,6/2023,Välfärdsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182886
nykarleby_stads_kulturpris_ar_2024_182888.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182888,Nykarleby stads kulturpris år 2024,§ 56,21.11.2023,18:00,6/2023,Välfärdsnämnden,
motestider_2024_valfardsnamnden_182890.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182890,"Mötestider 2024, Välfärdsnämnden",§ 57,21.11.2023,18:00,6/2023,Välfärdsnämnden,
juloppethallningstider_pa_biblioteket_182892.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182892,Julöppethållningstider på biblioteket,§ 58,21.11.2023,18:00,6/2023,Välfärdsnämnden,
bibliotekens_oppettider_under_julen_181640.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181640&version=1,Bibliotekens öppettider under julen,,21.11.2023,18:00,6/2023,Välfärdsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182892
budgetuppfoljning_valfardsnamnden_10_2023_182880.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182880,Budgetuppföljning välfärdsnämnden 10  /2023,§ 59,21.11.2023,18:00,6/2023,Välfärdsnämnden,
budgetuppfoljning_1_10_2023_181636.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181636&version=1,Budgetuppföljning 1-10 2023,,21.11.2023,18:00,6/2023,Välfärdsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182880
anmalningsarenden_valfardsnamnden_21_11_2023_182882.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182882,"Anmälningsärenden, Välfärdsnämnden 21.11.2023",§ 60,21.11.2023,18:00,6/2023,Välfärdsnämnden,
halsa_i_skolan_2023_181627.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181627&version=1,Hälsa i skolan 2023,,21.11.2023,18:00,6/2023,Välfärdsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182882
rusmedelsforebyggande_plan_182894.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182894,Rusmedelsförebyggande plan,§ 61,21.11.2023,18:00,6/2023,Välfärdsnämnden,
rusmedelsforebyggande_plan_2023_2028_181643.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181643&version=1,Rusmedelsförebyggande plan 2023-2028,,21.11.2023,18:00,6/2023,Välfärdsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182894
omfattande_valfardberattelse_for_nykarleby_stad_2022_2026_182896.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182896,Omfattande välfärdberättelse för Nykarleby stad 2022-2026,§ 62,21.11.2023,18:00,6/2023,Välfärdsnämnden,
halsa_i_skolan_2023_181657.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181657&version=1,Hälsa i skolan 2023,,21.11.2023,18:00,6/2023,Välfärdsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182896
omfattande_valfardberattelse_for_nykarleby_stad_2022_2026_181828.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181828&version=1,Omfattande välfärdberättelse för Nykarleby stad 2022-2026,,21.11.2023,18:00,6/2023,Välfärdsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182896
pyll_pohjanmaa_tulokset_osterbotten_resultat_181830.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181830&version=1,PYLL_Pohjanmaa tulokset_Österbotten resultat,,21.11.2023,18:00,6/2023,Välfärdsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182896
svar_fran_kultur_och_idrottsomradesenkat_2023_181832.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181832&version=1,Svar från kultur- och idrottsområdesenkät 2023,,21.11.2023,18:00,6/2023,Välfärdsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182896
sokande_av_andring_182874.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182874,Sökande av ändring,§ 0,21.11.2023,18:00,6/2023,Välfärdsnämnden,
sammantradesuppgifter_och_deltagande_182481.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182481,Sammanträdesuppgifter och deltagande,§ 0,20.11.2023,16:00,5/2023,Revisionsnämnden,
sammantradets_konstituerande_182485.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182485,Sammanträdets konstituerande,§ 52,20.11.2023,16:00,5/2023,Revisionsnämnden,
granskningsomrade_2023_tekniska_namnden_182487.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182487,"Granskningsområde 2023, tekniska nämnden",§ 53,20.11.2023,16:00,5/2023,Revisionsnämnden,
budgetpresentation_ten_14_11_182506.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182506&version=1,Budgetpresentation TEN 14.11,,20.11.2023,16:00,5/2023,Revisionsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182487
bindningar_inkomna_uppgifter_20_11_2023_182489.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182489,"Bindningar, inkomna uppgifter 20.11.2023",§ 54,20.11.2023,16:00,5/2023,Revisionsnämnden,
bil_inlamnade_bindningar_20_11_2023_182694.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182694&version=1,Bil. Inlämnade bindningar  20.11.2023,,20.11.2023,16:00,5/2023,Revisionsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182489
genomgang_av_stadsstyrelsens_namndernas_och_sektionernas_protokoll_182491.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182491,"Genomgång av stadsstyrelsens, nämndernas och sektionernas protokoll",§ 55,20.11.2023,16:00,5/2023,Revisionsnämnden,
arenden_for_diskussion_revisionsnamnden_20_11_2023_182493.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182493,"Ärenden för diskussion, revisionsnämnden 20.11.2023",§ 56,20.11.2023,16:00,5/2023,Revisionsnämnden,
anmalningsarenden_revisionsnamnden_20_11_2023_182495.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182495,"Anmälningsärenden, revisionsnämnden 20.11.2023",§ 57,20.11.2023,16:00,5/2023,Revisionsnämnden,
bestallning_av_utvarderingsberattelse_for_ar_2023_182497.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182497,Beställning av utvärderingsberättelse för år 2023,§ 58,20.11.2023,16:00,5/2023,Revisionsnämnden,
revisionsnamndens_budget_2024_182499.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182499,Revisionsnämndens budget 2024,§ 59,20.11.2023,16:00,5/2023,Revisionsnämnden,
budgetsiffror_ren_2024_181500.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181500&version=1,Budgetsiffror REN 2024,,20.11.2023,16:00,5/2023,Revisionsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182499
budgetboken_talousarviokirja_2024_revision_tarkastustoimi_1__181561.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181561&version=1,Budgetboken _ Talousarviokirja 2024 Revision _ Tarkastustoimi (1),,20.11.2023,16:00,5/2023,Revisionsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182499
ekonomisk_uppfoljning_nykarleby_stad_per_16_11_2023_182501.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182501,Ekonomisk uppföljning Nykarleby stad per 16.11.2023,§ 60,20.11.2023,16:00,5/2023,Revisionsnämnden,
ekonomiuppfoljning_nykarleby_stad_per_16_11_2023_181884.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181884&version=1,Ekonomiuppföljning Nykarleby stad per 16.11.2023,,20.11.2023,16:00,5/2023,Revisionsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182501
namndernas_reslutat_2023_181886.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181886&version=1,Nämndernas reslutat 2023,,20.11.2023,16:00,5/2023,Revisionsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182501
utvarderingsberattelse_for_ar_2022_182503.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182503,Utvärderingsberättelse för år 2022,§ 61,20.11.2023,16:00,5/2023,Revisionsnämnden,
nykarleby_utvarderingsberattelse_2022_179275.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=179275&version=1,Nykarleby utvärderingsberättelse 2022,,20.11.2023,16:00,5/2023,Revisionsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182503
sokande_av_andring_182483.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182483,Sökande av ändring,§ 0,20.11.2023,16:00,5/2023,Revisionsnämnden,
sammantradesuppgifter_och_deltagande_182020.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182020,Sammanträdesuppgifter och deltagande,§ 0,16.11.2023,19:00,6/2023,Stadsfullmäktige,
sammantradets_konstituerande_182024.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182024,Sammanträdets konstituerande,§ 54,16.11.2023,19:00,6/2023,Stadsfullmäktige,
samarbetsavtal_mellan_valfardsomradet_och_kommuner_182026.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182026,Samarbetsavtal mellan välfärdsområdet och kommuner,§ 55,16.11.2023,19:00,6/2023,Stadsfullmäktige,
samarbetsavtal_omradesfullmaktige_12062023_176731.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=176731&version=1,Samarbetsavtal områdesfullmäktige 12062023,,16.11.2023,19:00,6/2023,Stadsfullmäktige,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182026
anhallan_om_befrielse_fran_fortroendeuppdrag_xxxxxxxxxxxxx_182030.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182030,"Anhållan om befrielse från förtroendeuppdrag, XXXXXXXXXXXXX",§ 56,16.11.2023,19:00,6/2023,Stadsfullmäktige,
utvarderingsberattelse_for_ar_2022_182032.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182032,Utvärderingsberättelse för år 2022,§ 57,16.11.2023,19:00,6/2023,Stadsfullmäktige,
nykarleby_utvarderingsberattelse_2022_179275.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=179275&version=1,Nykarleby utvärderingsberättelse 2022,,16.11.2023,19:00,6/2023,Stadsfullmäktige,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182032
faststallande_av_fastighetsskatteprocenter_for_ar_2024_182034.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182034,Fastställande av fastighetsskatteprocenter för år 2024,§ 58,16.11.2023,19:00,6/2023,Stadsfullmäktige,
faststallande_av_inkomstskatteprocenten_for_ar_2024_182036.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182036,Fastställande av inkomstskatteprocenten för år 2024,§ 59,16.11.2023,19:00,6/2023,Stadsfullmäktige,
preliminara_sammantradesdatum_2024_stadsstyrelsen_och_stadsfullmaktige_182038.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182038,"Preliminära sammanträdesdatum 2024, stadsstyrelsen och stadsfullmäktige",§ 60,16.11.2023,19:00,6/2023,Stadsfullmäktige,
flyktingar_och_kommunplatser_2024_182040.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182040,Flyktingar och kommunplatser 2024,§ 61,16.11.2023,19:00,6/2023,Stadsfullmäktige,
2024_forslag_pa_beredskap_for_mottagande_av_flyktingar_och_beslut_om_kommunplatser_179704.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=179704&version=1,2024 Förslag på beredskap för mottagande av flyktingar och beslut om kommunplatser,,16.11.2023,19:00,6/2023,Stadsfullmäktige,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182040
tillaggsarende_tillaggsfinansiering_for_skiss_och_arkitektplaneringar_182042.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182042,Tilläggsärende: Tilläggsfinansiering för skiss- och arkitektplaneringar,§ 62,16.11.2023,19:00,6/2023,Stadsfullmäktige,
motion_jakobstadsnejdens_emottagande_av_kvotflyktingar_182044.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182044,"Motion, Jakobstadsnejdens emottagande av kvotflyktingar",§ 63,16.11.2023,19:00,6/2023,Stadsfullmäktige,
motion_jakobstadsnejdens_emottagande_av_flyktingar_sannfinlandarna_i_nkby_182107.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182107&version=1,"Motion, Jakobstadsnejdens emottagande av flyktingar; Sannfinländarna i Nkby",,16.11.2023,19:00,6/2023,Stadsfullmäktige,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182044
sokande_av_andring_182022.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182022,Sökande av ändring,§ 0,16.11.2023,19:00,6/2023,Stadsfullmäktige,
kokoustiedot_ja_osallistujat_182286.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182286,Kokoustiedot ja osallistujat,§ 0,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,
kokouksen_jarjestaytyminen_182290.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182290,Kokouksen järjestäytyminen,§ 54,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,
hyvinvointialueen_ja_kuntien_valinen_yhteistyosopimus_182292.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182292,Hyvinvointialueen ja kuntien välinen yhteistyösopimus,§ 55,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,
yhteistyosopimus_aluevaltuusto_12062023_178220.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=178220&version=1,Yhteistyösopimus aluevaltuusto 12062023,,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182292
anomus_koskien_vapautusta_luottamustoimesta_xxxxxxxxxxxxx_182296.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182296,"Anomus koskien vapautusta luottamustoimesta, XXXXXXXXXXXXX",§ 56,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,
vuoden_2022_arviointikertomus_182298.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182298,Vuoden 2022 arviointikertomus,§ 57,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,
tarkastuslautakunnan_arviointikertomus_vuodelle_2022_180311.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=180311&version=1,Tarkastuslautakunnan arviointikertomus vuodelle 2022,,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182298
vuoden_2024_kiinteistoveroprosenttien_vahvistaminen_182300.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182300,Vuoden 2024 kiinteistöveroprosenttien vahvistaminen,§ 58,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,
vuoden_2024_tuloveroprosentin_vahvistaminen_182302.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182302,Vuoden 2024 tuloveroprosentin vahvistaminen,§ 59,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,
alustavat_kokouspaivamaarat_2024_kaupunginhallitus_ja_kaupunginvaltuusto_182304.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182304,"Alustavat kokouspäivämäärät 2024, kaupunginhallitus ja kaupunginvaltuusto",§ 60,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,
pakolaiset_ja_kuntapaikat_2024_182306.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182306,Pakolaiset ja kuntapaikat 2024,§ 61,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,
2024_esitys_pakolaisten_vastaanottoon_varautumisesta_ja_kuntapaikoista_paattamisesta_180308.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=180308&version=1,2024 Esitys pakolaisten vastaanottoon varautumisesta ja kuntapaikoista päättämisestä,,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182306
lisarahoitus_luonnos_ja_arkkitehtisuunnitteluun_182308.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182308,Lisärahoitus luonnos- ja arkkitehtisuunnitteluun,§ 62,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,
aloite_kiintiopakolaisten_vastaanottaminen_pietarsaaren_seudulla_perussuomalaiset_uudessakaarlepyy_182310.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182310,"Aloite, Kiintiöpakolaisten vastaanottaminen Pietarsaaren seudulla; Perussuomalaiset Uudessakaarlepyyssä",§ 63,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,
kiintiopakolaisten_vastaanottaminen_pietarsaaren_seudulla_perussuomalaiset_182277.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182277&version=1,Kiintiöpakolaisten vastaanottaminen Pietarsaaren seudulla; Perussuomalaiset,,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182310
muutoksenhaku_182288.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182288,Muutoksenhaku,§ 0,16.11.2023,19:00,6/2023,Kaupunginvaltuusto,
sammantradesuppgifter_och_deltagande_181684.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181684,Sammanträdesuppgifter och deltagande,§ 0,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,
sammantradets_konstituerande_181688.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181688,Sammanträdets konstituerande,§ 87,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,
miljotillstandsarende_xxxxxxxxxxxxx_jeppo_181692.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181692,"Miljötillståndsärende; XXXXXXXXXXXXX, Jeppo",§ 88,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,
1_karta_och_situationsplan_180415.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=180415&version=1,1 Karta och situationsplan,,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181692
2_planritning_180421.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=180421&version=1,2 Planritning,,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181692
utlatande_i_muddringsarende_vexala_vattenvardsforening_r_f__181694.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181694,"Utlåtande i muddringsärende, Vexala vattenvårdsförening r.f.",§ 89,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,
2_projektplan_muddring_av_kanal_mellan_larsholmen_och_majgrundet_2025_180185.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=180185&version=1,2 Projektplan muddring av kanal mellan Larsholmen och Majgrundet 2025,,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181694
1_karta_over_sjoomradet_mellan_socklot_och_vexala_180187.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=180187&version=1,1 Karta över sjöområdet mellan Socklot och Vexala,,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181694
delgivningar_miljovarden_181696.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181696,Delgivningar; miljövården,§ 90,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,
budget_och_verksamhetsplan_for_ar_2024_byggnadsinspektionen_miljovarden_samt_miljo_och_byggnadsna_181698.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181698,"Budget och verksamhetsplan för år 2024; byggnadsinspektionen, miljövården samt miljö- och byggnadsnämnden",§ 91,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,
bilaga_3_opiferus_utdrag_miljo_180660.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=180660&version=1,Bilaga 3 Opiferus utdrag miljö,,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181698
bilaga_1_budgetboken_2024_byggnadsinspektion_181931.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181931&version=1,Bilaga 1 Budgetboken 2024 Byggnadsinspektion,,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181698
bilaga_2_budget_2024_opiferus_181933.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181933&version=1,Bilaga 2 Budget 2024 opiferus,,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181698
bilaga_4_budgetboken_2024_miljovard_182018.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182018&version=1,Bilaga 4 Budgetboken 2024 Miljövård,,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181698
utlatande_over_uppgorande_av_stranddetaljplaneandring_stranddetaljplan_for_badan_och_byrkskar_rnr__181700.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181700,"Utlåtande över uppgörande av stranddetaljplaneändring; Stranddetaljplan för Bådan och Byrkskär, RNr 10:49 och 1:54",§ 92,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,
1_byrkskar_planutkast_17102023_179417.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=179417&version=1,1 Byrkskär planutkast 17102023,,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181700
2_badan_planutkast_17102023_179419.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=179419&version=1,2 Bådan planutkast 17102023,,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181700
planeringsbehov_893_402_56_11_xxxxxxxxxxxxx_och_xxxxxxxxxxxxx__181704.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181704,Planeringsbehov; 893-402-56-11 (XXXXXXXXXXXXX och XXXXXXXXXXXXX),§ 93,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,
2_stomgranskning_179246.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=179246&version=1,2 Stomgranskning,,15.11.2023,16:30,9/2023,Miljö-  och byggnadsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181704
